id,color_id,thumbnail_url
1,5,https://www.configurator.maserati.com/cc/adm/repo/8578300/CAL/KMBC/menu_icon.jpg
2,1,https://www.configurator.maserati.com/cc/adm/repo/8578300/CAL/Q4SU/menu_icon.jpg
3,24,https://www.configurator.maserati.com/cc/adm/repo/8578300/CAL/Q4TA/menu_icon.jpg
4,14,https://www.configurator.maserati.com/cc/adm/repo/8578300/CAL/Q4TB/menu_icon.jpg
5,25,https://www.configurator.maserati.com/cc/adm/repo/8578300/CAL/Q58I/menu_icon.jpg
