id,color_id,thumbnail_url,,
1,1,https://www.configurator.maserati.com/cc/adm/repo/8578300/INT/INT/94084213/menu_icon.jpg,,
2,11,https://www.configurator.maserati.com/cc/adm/repo/8578300/INT/INT/94084349/menu_icon.jpg,,
3,12,https://www.configurator.maserati.com/cc/adm/repo/8578300/INT/INT/94084350/menu_icon.jpg,,
4,15,https://www.configurator.maserati.com/cc/adm/repo/8578300/INT/INT/94084350/menu_icon.jpg,,
5,29,https://www.configurator.maserati.com/cc/adm/repo/8578400/INT/INT/94084365/menu_icon.jpg,,
6,32,https://www.configurator.maserati.com/cc/adm/repo/8578400/INT/INT/94085754/menu_icon.jpg,,
