id,color_id,thumbnail_url,,,,
1,1,https://www.configurator.maserati.com/cc/adm/repo/8578300/DSH/DSHG/94084269/menu_icon.jpg,,,,
2,17,https://www.configurator.maserati.com/cc/adm/repo/8578300/DSH/DSHG/94084272/menu_icon.jpg,,,,
3,20,https://www.configurator.maserati.com/cc/adm/repo/8578300/DSH/DSHG/94084271/menu_icon.jpg,,,,
4,21,https://www.configurator.maserati.com/cc/adm/repo/8578300/DSH/DSHG/94084270/menu_icon.jpg,,,,
5,22,https://www.configurator.maserati.com/cc/adm/repo/8578300/DSH/DSHG/94084276/menu_icon.jpg,,,,
6,18,https://www.configurator.maserati.com/cc/adm/repo/8578300/DSH/DSHG/94084275/menu_icon.jpg,,,,
